SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
C,20,20.4,20.41,20.41/1,20.41/1,20411,Manufacture of soap and detergents,MANUFACTURING,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Manufacture of soap and detergents, cleaning and polishing preparations",Manufacture of soap and detergents,MANUFACTURING
C,20,20.4,20.41,20.41/2,20.41/2,20412,Manufacture of cleaning and polishing preparations,MANUFACTURING,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Manufacture of soap and detergents, cleaning and polishing preparations",Manufacture of cleaning and polishing preparations,MANUFACTURING
C,20,20.4,20.42,NA,20.42,20420,Manufacture of perfumes and toilet preparations,MANUFACTURING,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Manufacture of perfumes and toilet preparations,NA,MANUFACTURING
C,20,20.5,NA,NA,20.5,20500,Manufacture of other chemical products,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of other chemical products,NA,NA,MANUFACTURING
C,20,20.5,20.51,NA,20.51,20510,Manufacture of explosives,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Manufacture of explosives,NA,MANUFACTURING
C,20,20.5,20.52,NA,20.52,20520,Manufacture of glues,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Manufacture of glues,NA,MANUFACTURING
C,20,20.5,20.53,NA,20.53,20530,Manufacture of essential oils,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Manufacture of essential oils,NA,MANUFACTURING
C,20,20.5,20.59,NA,20.59,20590,Manufacture of other chemical products n.e.c.,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Manufacture of other chemical products n.e.c.,NA,MANUFACTURING
C,20,20.6,NA,NA,20.6,20600,Manufacture of man-made fibres,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of man-made fibres,NA,NA,MANUFACTURING
C,20,20.6,20.60,NA,20.60,20600,Manufacture of man-made fibres,MANUFACTURING,Manufacture of chemicals and chemical products,Manufacture of man-made fibres,Manufacture of man-made fibres,NA,MANUFACTURING
C,21,NA,NA,NA,21,21000,Manufacture of basic pharmaceutical products and pharmaceutical preparations,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,NA,NA,NA,MANUFACTURING
C,21,21.1,NA,NA,21.1,21100,Manufacture of basic pharmaceutical products,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products,NA,NA,MANUFACTURING
C,21,21.1,21.10,NA,21.10,21100,Manufacture of basic pharmaceutical products,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products,Manufacture of basic pharmaceutical products,NA,MANUFACTURING
C,21,21.2,NA,NA,21.2,21200,Manufacture of pharmaceutical preparations,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of pharmaceutical preparations,NA,NA,MANUFACTURING
C,21,21.2,21.20,NA,21.20,21200,Manufacture of pharmaceutical preparations,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,NA,MANUFACTURING
C,22,NA,NA,NA,22,22000,Manufacture of rubber and plastic products,MANUFACTURING,Manufacture of rubber and plastic products,NA,NA,NA,MANUFACTURING
C,22,22.1,NA,NA,22.1,22100,Manufacture of rubber products,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of rubber products,NA,NA,MANUFACTURING
C,22,22.1,22.11,NA,22.11,22110,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of rubber products,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,NA,MANUFACTURING
C,22,22.1,22.19,NA,22.19,22190,Manufacture of other rubber products,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of rubber products,Manufacture of other rubber products,NA,MANUFACTURING
C,22,22.2,NA,NA,22.2,22200,Manufacture of plastics products,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of plastics products,NA,NA,MANUFACTURING
C,22,22.2,22.21,NA,22.21,22210,"Manufacture of plastic plates, sheets, tubes and profiles",MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of plastics products,"Manufacture of plastic plates, sheets, tubes and profiles",NA,MANUFACTURING
C,22,22.2,22.22,NA,22.22,22220,Manufacture of plastic packing goods,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of plastics products,Manufacture of plastic packing goods,NA,MANUFACTURING
C,22,22.2,22.23,NA,22.23,22230,Manufacture of builders’ ware of plastic,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of plastics products,Manufacture of builders’ ware of plastic,NA,MANUFACTURING
C,22,22.2,22.29,NA,22.29,22290,Manufacture of other plastic products,MANUFACTURING,Manufacture of rubber and plastic products,Manufacture of plastics products,Manufacture of other plastic products,NA,MANUFACTURING
C,23,NA,NA,NA,23,23000,Manufacture of other non-metallic mineral products,MANUFACTURING,Manufacture of other non-metallic mineral products,NA,NA,NA,MANUFACTURING
C,23,23.1,NA,NA,23.1,23100,Manufacture of glass and glass products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,NA,NA,MANUFACTURING
C,23,23.1,23.11,NA,23.11,23110,Manufacture of flat glass,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,Manufacture of flat glass,NA,MANUFACTURING
C,23,23.1,23.12,NA,23.12,23120,Shaping and processing of flat glass,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,Shaping and processing of flat glass,NA,MANUFACTURING
C,23,23.1,23.13,NA,23.13,23130,Manufacture of hollow glass,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,Manufacture of hollow glass,NA,MANUFACTURING
C,23,23.1,23.14,NA,23.14,23140,Manufacture of glass fibres,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,Manufacture of glass fibres,NA,MANUFACTURING
C,23,23.1,23.19,NA,23.19,23190,"Manufacture and processing of other glass, including technical glassware",MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of glass and glass products,"Manufacture and processing of other glass, including technical glassware",NA,MANUFACTURING
C,23,23.2,NA,NA,23.2,23200,Manufacture of refractory products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of refractory products,NA,NA,MANUFACTURING
C,23,23.2,23.20,NA,23.20,23200,Manufacture of refractory products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of refractory products,Manufacture of refractory products,NA,MANUFACTURING
C,23,23.3,NA,NA,23.3,23300,Manufacture of clay building materials,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of clay building materials,NA,NA,MANUFACTURING
C,23,23.3,23.31,NA,23.31,23310,Manufacture of ceramic tiles and flags,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of clay building materials,Manufacture of ceramic tiles and flags,NA,MANUFACTURING
C,23,23.3,23.32,NA,23.32,23320,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of clay building materials,"Manufacture of bricks, tiles and construction products, in baked clay",NA,MANUFACTURING
C,23,23.4,NA,NA,23.4,23400,Manufacture of other porcelain and ceramic products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,NA,NA,MANUFACTURING
C,23,23.4,23.41,NA,23.41,23410,Manufacture of ceramic household and ornamental articles,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,Manufacture of ceramic household and ornamental articles,NA,MANUFACTURING
C,23,23.4,23.42,NA,23.42,23420,Manufacture of ceramic sanitary fixtures,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,Manufacture of ceramic sanitary fixtures,NA,MANUFACTURING
C,23,23.4,23.43,NA,23.43,23430,Manufacture of ceramic insulators and insulating fittings,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,Manufacture of ceramic insulators and insulating fittings,NA,MANUFACTURING
C,23,23.4,23.44,NA,23.44,23440,Manufacture of other technical ceramic products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,Manufacture of other technical ceramic products,NA,MANUFACTURING
C,23,23.4,23.49,NA,23.49,23490,Manufacture of other ceramic products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of other porcelain and ceramic products,Manufacture of other ceramic products,NA,MANUFACTURING
C,23,23.5,NA,NA,23.5,23500,"Manufacture of cement, lime and plaster",MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of cement, lime and plaster",NA,NA,MANUFACTURING
C,23,23.5,23.51,NA,23.51,23510,Manufacture of cement,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of cement, lime and plaster",Manufacture of cement,NA,MANUFACTURING
C,23,23.5,23.52,NA,23.52,23520,Manufacture of lime and plaster,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of cement, lime and plaster",Manufacture of lime and plaster,NA,MANUFACTURING
C,23,23.6,NA,NA,23.6,23600,"Manufacture of articles of concrete, cement and plaster",MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",NA,NA,MANUFACTURING
C,23,23.6,23.61,NA,23.61,23610,Manufacture of concrete products for construction purposes,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",Manufacture of concrete products for construction purposes,NA,MANUFACTURING
C,23,23.6,23.62,NA,23.62,23620,Manufacture of plaster products for construction purposes,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",Manufacture of plaster products for construction purposes,NA,MANUFACTURING
C,23,23.6,23.63,NA,23.63,23630,Manufacture of ready-mixed concrete,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",Manufacture of ready-mixed concrete,NA,MANUFACTURING
C,23,23.6,23.64,NA,23.64,23640,Manufacture of mortars,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",Manufacture of mortars,NA,MANUFACTURING
C,23,23.6,23.65,NA,23.65,23650,Manufacture of fibre cement,MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster",Manufacture of fibre cement,NA,MANUFACTURING
C,23,23.6,23.69,NA,23.69,23690,"Manufacture of other articles of concrete, plaster and cement",MANUFACTURING,Manufacture of other non-metallic mineral products,"Manufacture of articles of concrete, cement and plaster","Manufacture of other articles of concrete, plaster and cement",NA,MANUFACTURING
C,23,23.7,NA,NA,23.7,23700,"Cutting, shaping and finishing of stone",MANUFACTURING,Manufacture of other non-metallic mineral products,"Cutting, shaping and finishing of stone",NA,NA,MANUFACTURING
C,23,23.7,23.70,NA,23.70,23700,"Cutting, shaping and finishing of stone",MANUFACTURING,Manufacture of other non-metallic mineral products,"Cutting, shaping and finishing of stone","Cutting, shaping and finishing of stone",NA,MANUFACTURING
C,23,23.9,NA,NA,23.9,23900,Manufacture of abrasive products and non-metallic mineral products n.e.c.,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of abrasive products and non-metallic mineral products n.e.c.,NA,NA,MANUFACTURING
C,23,23.9,23.91,NA,23.91,23910,Production of abrasive products,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of abrasive products and non-metallic mineral products n.e.c.,Production of abrasive products,NA,MANUFACTURING
C,23,23.9,23.99,NA,23.99,23990,Manufacture of other non-metallic mineral products n.e.c.,MANUFACTURING,Manufacture of other non-metallic mineral products,Manufacture of abrasive products and non-metallic mineral products n.e.c.,Manufacture of other non-metallic mineral products n.e.c.,NA,MANUFACTURING
C,24,NA,NA,NA,24,24000,Manufacture of basic metals,MANUFACTURING,Manufacture of basic metals,NA,NA,NA,MANUFACTURING
C,24,24.1,NA,NA,24.1,24100,Manufacture of basic iron and steel and of ferro-alloys,MANUFACTURING,Manufacture of basic metals,Manufacture of basic iron and steel and of ferro-alloys,NA,NA,MANUFACTURING
C,24,24.1,24.10,NA,24.10,24100,Manufacture of basic iron and steel and of ferro-alloys,MANUFACTURING,Manufacture of basic metals,Manufacture of basic iron and steel and of ferro-alloys,Manufacture of basic iron and steel and of ferro-alloys,NA,MANUFACTURING
C,24,24.2,NA,NA,24.2,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",MANUFACTURING,Manufacture of basic metals,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",NA,NA,MANUFACTURING
C,24,24.2,24.20,NA,24.20,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",MANUFACTURING,Manufacture of basic metals,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",NA,MANUFACTURING
C,24,24.3,NA,NA,24.3,24300,Manufacture of other products of first processing of steel,MANUFACTURING,Manufacture of basic metals,Manufacture of other products of first processing of steel,NA,NA,MANUFACTURING
C,24,24.3,24.31,NA,24.31,24310,Cold drawing of bars,MANUFACTURING,Manufacture of basic metals,Manufacture of other products of first processing of steel,Cold drawing of bars,NA,MANUFACTURING
C,24,24.3,24.32,NA,24.32,24320,Cold rolling of narrow strip,MANUFACTURING,Manufacture of basic metals,Manufacture of other products of first processing of steel,Cold rolling of narrow strip,NA,MANUFACTURING
C,24,24.3,24.33,NA,24.33,24330,Cold forming or folding,MANUFACTURING,Manufacture of basic metals,Manufacture of other products of first processing of steel,Cold forming or folding,NA,MANUFACTURING
C,24,24.3,24.34,NA,24.34,24340,Cold drawing of wire,MANUFACTURING,Manufacture of basic metals,Manufacture of other products of first processing of steel,Cold drawing of wire,NA,MANUFACTURING
C,24,24.4,NA,NA,24.4,24400,Manufacture of basic precious and other non-ferrous metals,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,NA,NA,MANUFACTURING
C,24,24.4,24.41,NA,24.41,24410,Precious metals production,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,Precious metals production,NA,MANUFACTURING
C,24,24.4,24.42,NA,24.42,24420,Aluminium production,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,Aluminium production,NA,MANUFACTURING
C,24,24.4,24.43,NA,24.43,24430,"Lead, zinc and tin production",MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,"Lead, zinc and tin production",NA,MANUFACTURING
C,24,24.4,24.44,NA,24.44,24440,Copper production,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,Copper production,NA,MANUFACTURING
C,24,24.4,24.45,NA,24.45,24450,Other non-ferrous metal production,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,Other non-ferrous metal production,NA,MANUFACTURING
C,24,24.4,24.46,NA,24.46,24460,Processing of nuclear fuel,MANUFACTURING,Manufacture of basic metals,Manufacture of basic precious and other non-ferrous metals,Processing of nuclear fuel,NA,MANUFACTURING
C,24,24.5,NA,NA,24.5,24500,Casting of metals,MANUFACTURING,Manufacture of basic metals,Casting of metals,NA,NA,MANUFACTURING
C,24,24.5,24.51,NA,24.51,24510,Casting of iron,MANUFACTURING,Manufacture of basic metals,Casting of metals,Casting of iron,NA,MANUFACTURING
C,24,24.5,24.52,NA,24.52,24520,Casting of steel,MANUFACTURING,Manufacture of basic metals,Casting of metals,Casting of steel,NA,MANUFACTURING
C,24,24.5,24.53,NA,24.53,24530,Casting of light metals,MANUFACTURING,Manufacture of basic metals,Casting of metals,Casting of light metals,NA,MANUFACTURING
C,24,24.5,24.54,NA,24.54,24540,Casting of other non-ferrous metals,MANUFACTURING,Manufacture of basic metals,Casting of metals,Casting of other non-ferrous metals,NA,MANUFACTURING
C,25,NA,NA,NA,25,25000,"Manufacture of fabricated metal products, except machinery and equipment",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",NA,NA,NA,MANUFACTURING
C,25,25.1,NA,NA,25.1,25100,Manufacture of structural metal products,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of structural metal products,NA,NA,MANUFACTURING
C,25,25.1,25.11,NA,25.11,25110,Manufacture of metal structures and parts of structures,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of structural metal products,Manufacture of metal structures and parts of structures,NA,MANUFACTURING
C,25,25.1,25.12,NA,25.12,25120,Manufacture of doors and windows of metal,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of structural metal products,Manufacture of doors and windows of metal,NA,MANUFACTURING
C,25,25.2,NA,NA,25.2,25200,"Manufacture of tanks, reservoirs and containers of metal",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of tanks, reservoirs and containers of metal",NA,NA,MANUFACTURING
C,25,25.2,25.21,NA,25.21,25210,Manufacture of central heating radiators and boilers,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of tanks, reservoirs and containers of metal",Manufacture of central heating radiators and boilers,NA,MANUFACTURING
C,25,25.2,25.29,NA,25.29,25290,"Manufacture of other tanks, reservoirs and containers of metal",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of tanks, reservoirs and containers of metal","Manufacture of other tanks, reservoirs and containers of metal",NA,MANUFACTURING
C,25,25.3,NA,NA,25.3,25300,"Manufacture of steam generators, except central heating hot water boilers",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of steam generators, except central heating hot water boilers",NA,NA,MANUFACTURING
C,25,25.3,25.30,NA,25.30,25300,"Manufacture of steam generators, except central heating hot water boilers",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of steam generators, except central heating hot water boilers","Manufacture of steam generators, except central heating hot water boilers",NA,MANUFACTURING
C,25,25.4,NA,NA,25.4,25400,Manufacture of weapons and ammunition,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,NA,NA,MANUFACTURING
C,25,25.4,25.40,NA,25.40,25400,Manufacture of weapons and ammunition,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,NA,MANUFACTURING
C,25,25.5,NA,NA,25.5,25500,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Forging, pressing, stamping and roll-forming of metal; powder metallurgy",NA,NA,MANUFACTURING
C,25,25.5,25.50,NA,25.50,25500,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy",NA,MANUFACTURING
C,25,25.6,NA,NA,25.6,25600,Treatment and coating of metals; machining,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Treatment and coating of metals; machining,NA,NA,MANUFACTURING
C,25,25.6,25.61,NA,25.61,25610,Treatment and coating of metals,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Treatment and coating of metals; machining,Treatment and coating of metals,NA,MANUFACTURING
C,25,25.6,25.62,NA,25.62,25620,Machining,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Treatment and coating of metals; machining,Machining,NA,MANUFACTURING
C,25,25.7,NA,NA,25.7,25700,"Manufacture of cutlery, tools and general hardware",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of cutlery, tools and general hardware",NA,NA,MANUFACTURING
C,25,25.7,25.71,NA,25.71,25710,Manufacture of cutlery,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of cutlery, tools and general hardware",Manufacture of cutlery,NA,MANUFACTURING
C,25,25.7,25.72,NA,25.72,25720,Manufacture of locks and hinges,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of cutlery, tools and general hardware",Manufacture of locks and hinges,NA,MANUFACTURING
C,25,25.7,25.73,NA,25.73,25730,Manufacture of tools,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of cutlery, tools and general hardware",Manufacture of tools,NA,MANUFACTURING
C,25,25.9,NA,NA,25.9,25900,Manufacture of other fabricated metal products,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,NA,NA,MANUFACTURING
C,25,25.9,25.91,NA,25.91,25910,Manufacture of steel drums and similar containers,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,Manufacture of steel drums and similar containers,NA,MANUFACTURING
C,25,25.9,25.92,NA,25.92,25920,Manufacture of light metal packaging,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,Manufacture of light metal packaging,NA,MANUFACTURING
C,25,25.9,25.93,NA,25.93,25930,"Manufacture of wire products, chain and springs",MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,"Manufacture of wire products, chain and springs",NA,MANUFACTURING
C,25,25.9,25.94,NA,25.94,25940,Manufacture of fasteners and screw machine products,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,Manufacture of fasteners and screw machine products,NA,MANUFACTURING
C,25,25.9,25.99,NA,25.99,25990,Manufacture of other fabricated metal products n.e.c.,MANUFACTURING,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of other fabricated metal products,Manufacture of other fabricated metal products n.e.c.,NA,MANUFACTURING
C,26,NA,NA,NA,26,26000,"Manufacture of computer, electronic and optical products",MANUFACTURING,"Manufacture of computer, electronic and optical products",NA,NA,NA,MANUFACTURING
C,26,26.1,NA,NA,26.1,26100,Manufacture of electronic components and boards,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of electronic components and boards,NA,NA,MANUFACTURING
C,26,26.1,26.11,NA,26.11,26110,Manufacture of electronic components,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of electronic components and boards,Manufacture of electronic components,NA,MANUFACTURING
C,26,26.1,26.12,NA,26.12,26120,Manufacture of loaded electronic boards,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of electronic components and boards,Manufacture of loaded electronic boards,NA,MANUFACTURING
C,26,26.2,NA,NA,26.2,26200,Manufacture of computers and peripheral equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of computers and peripheral equipment,NA,NA,MANUFACTURING
C,26,26.2,26.20,NA,26.20,26200,Manufacture of computers and peripheral equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of computers and peripheral equipment,Manufacture of computers and peripheral equipment,NA,MANUFACTURING
C,26,26.3,NA,NA,26.3,26300,Manufacture of communication equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,NA,NA,MANUFACTURING
C,26,26.3,26.30,NA,26.30,26300,Manufacture of communication equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,Manufacture of communication equipment,NA,MANUFACTURING
C,26,26.3,26.30,26.30/1,26.30/1,26301,Manufacture of telegraph and telephone apparatus and equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,Manufacture of communication equipment,Manufacture of telegraph and telephone apparatus and equipment,MANUFACTURING
C,26,26.3,26.30,26.30/9,26.30/9,26309,Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment),MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of communication equipment,Manufacture of communication equipment,Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment),MANUFACTURING
C,26,26.4,NA,NA,26.4,26400,Manufacture of consumer electronics,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of consumer electronics,NA,NA,MANUFACTURING
C,26,26.4,26.40,NA,26.40,26400,Manufacture of consumer electronics,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of consumer electronics,Manufacture of consumer electronics,NA,MANUFACTURING
C,26,26.5,NA,NA,26.5,26500,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",NA,NA,MANUFACTURING
C,26,26.5,26.51,NA,26.51,26510,"Manufacture of instruments and appliances for measuring, testing and navigation",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","Manufacture of instruments and appliances for measuring, testing and navigation",NA,MANUFACTURING
C,26,26.5,26.51,26.51/1,26.51/1,26511,"Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","Manufacture of instruments and appliances for measuring, testing and navigation","Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment",MANUFACTURING
C,26,26.5,26.51,26.51/2,26.51/2,26512,Manufacture of electronic industrial process control equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","Manufacture of instruments and appliances for measuring, testing and navigation",Manufacture of electronic industrial process control equipment,MANUFACTURING
C,26,26.5,26.51,26.51/3,26.51/3,26513,"Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","Manufacture of instruments and appliances for measuring, testing and navigation","Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment",MANUFACTURING
C,26,26.5,26.51,26.51/4,26.51/4,26514,Manufacture of non-electronic industrial process control equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","Manufacture of instruments and appliances for measuring, testing and navigation",Manufacture of non-electronic industrial process control equipment,MANUFACTURING
C,26,26.5,26.52,NA,26.52,26520,Manufacture of watches and clocks,MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",Manufacture of watches and clocks,NA,MANUFACTURING
C,26,26.6,NA,NA,26.6,26600,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of irradiation, electromedical and electrotherapeutic equipment",NA,NA,MANUFACTURING
C,26,26.6,26.60,NA,26.60,26600,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",MANUFACTURING,"Manufacture of computer, electronic and optical products","Manufacture of irradiation, electromedical and electrotherapeutic equipment","Manufacture of irradiation, electromedical and electrotherapeutic equipment",NA,MANUFACTURING
C,26,26.7,NA,NA,26.7,26700,Manufacture of optical instruments and photographic equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of optical instruments and photographic equipment,NA,NA,MANUFACTURING
C,26,26.7,26.70,NA,26.70,26700,Manufacture of optical instruments and photographic equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of optical instruments and photographic equipment,Manufacture of optical instruments and photographic equipment,NA,MANUFACTURING
C,26,26.7,26.70,26.70/1,26.70/1,26701,Manufacture of optical precision instruments,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of optical instruments and photographic equipment,Manufacture of optical instruments and photographic equipment,Manufacture of optical precision instruments,MANUFACTURING
