SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
J,61,61.3,NA,NA,NA,61300,Satellite telecommunications activities,INFORMATION AND COMMUNICATION,Telecommunications,Satellite telecommunications activities,NA,NA,INFORMATION AND COMMUNICATION
J,61,61.3,61.30,NA,NA,61300,Satellite telecommunications activities,INFORMATION AND COMMUNICATION,Telecommunications,Satellite telecommunications activities,Satellite telecommunications activities,NA,INFORMATION AND COMMUNICATION
J,61,61.9,NA,NA,NA,61900,Other telecommunications activities,INFORMATION AND COMMUNICATION,Telecommunications,Other telecommunications activities,NA,NA,INFORMATION AND COMMUNICATION
J,61,61.9,61.90,NA,NA,61900,Other telecommunications activities,INFORMATION AND COMMUNICATION,Telecommunications,Other telecommunications activities,Other telecommunications activities,NA,INFORMATION AND COMMUNICATION
J,62,NA,NA,NA,NA,62000,"Computer programming, consultancy and related activities",INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities",NA,NA,NA,INFORMATION AND COMMUNICATION
J,62,62.0,NA,NA,NA,62000,"Computer programming, consultancy and related activities",INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",NA,NA,INFORMATION AND COMMUNICATION
J,62,62.0,62.01,NA,NA,62010,Computer programming activities,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Computer programming activities,NA,INFORMATION AND COMMUNICATION
J,62,62.0,62.01,62.01/1,NA,62011,Ready-made interactive leisure and entertainment software development,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Computer programming activities,Ready-made interactive leisure and entertainment software development,INFORMATION AND COMMUNICATION
J,62,62.0,62.01,62.01/2,NA,62012,Business and domestic software development,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Computer programming activities,Business and domestic software development,INFORMATION AND COMMUNICATION
J,62,62.0,62.02,NA,NA,62020,Computer consultancy activities,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Computer consultancy activities,NA,INFORMATION AND COMMUNICATION
J,62,62.0,62.03,NA,NA,62030,Computer facilities management activities,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Computer facilities management activities,NA,INFORMATION AND COMMUNICATION
J,62,62.0,62.09,NA,NA,62090,Other information technology and computer service activities,INFORMATION AND COMMUNICATION,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",Other information technology and computer service activities,NA,INFORMATION AND COMMUNICATION
J,63,NA,NA,NA,NA,63000,Information service activities,INFORMATION AND COMMUNICATION,Information service activities,NA,NA,NA,INFORMATION AND COMMUNICATION
J,63,63.1,NA,NA,NA,63100,"Data processing, hosting and related activities; web portals",INFORMATION AND COMMUNICATION,Information service activities,"Data processing, hosting and related activities; web portals",NA,NA,INFORMATION AND COMMUNICATION
J,63,63.1,63.11,NA,NA,63110,"Data processing, hosting and related activities",INFORMATION AND COMMUNICATION,Information service activities,"Data processing, hosting and related activities; web portals","Data processing, hosting and related activities",NA,INFORMATION AND COMMUNICATION
J,63,63.1,63.12,NA,NA,63120,Web portals,INFORMATION AND COMMUNICATION,Information service activities,"Data processing, hosting and related activities; web portals",Web portals,NA,INFORMATION AND COMMUNICATION
J,63,63.9,NA,NA,NA,63900,Other information service activities,INFORMATION AND COMMUNICATION,Information service activities,Other information service activities,NA,NA,INFORMATION AND COMMUNICATION
J,63,63.9,63.91,NA,NA,63910,News agency activities,INFORMATION AND COMMUNICATION,Information service activities,Other information service activities,News agency activities,NA,INFORMATION AND COMMUNICATION
J,63,63.9,63.99,NA,NA,63990,Other information service activities n.e.c.,INFORMATION AND COMMUNICATION,Information service activities,Other information service activities,Other information service activities n.e.c.,NA,INFORMATION AND COMMUNICATION
K,NA,NA,NA,NA,NA,NA,FINANCIAL AND INSURANCE ACTIVITIES,FINANCIAL AND INSURANCE ACTIVITIES,Information service activities,Other information service activities,Other information service activities n.e.c.,NA,FINANCIAL AND INSURANCE ACTIVITIES
K,64,NA,NA,NA,NA,64000,"Financial service activities, except insurance and pension funding",FINANCIAL AND INSURANCE ACTIVITIES,"Financial service activities, except insurance and pension funding",NA,NA,NA,FINANCIAL AND INSURANCE ACTIVITIES
K,64,64.1,NA,NA,NA,64100,Monetary intermediation,FINANCIAL AND INSURANCE ACTIVITIES,"Financial service activities, except insurance and pension funding",Monetary intermediation,NA,NA,FINANCIAL AND INSURANCE ACTIVITIES
K,64,64.1,64.11,NA,NA,64110,Central banking,FINANCIAL AND INSURANCE ACTIVITIES,"Financial service activities, except insurance and pension funding",Monetary intermediation,Central banking,NA,FINANCIAL AND INSURANCE ACTIVITIES
K,64,64.1,64.19,NA,NA,64190,Other monetary intermediation,FINANCIAL AND INSURANCE ACTIVITIES,"Financial service activities, except insurance and pension funding",Monetary intermediation,Other monetary intermediation,NA,FINANCIAL AND INSURANCE ACTIVITIES
K,64,64.1,64.19,64.19/1,NA,64191,Banks,FINANCIAL AND INSURANCE ACTIVITIES,"Financial service activities, except insurance and pension funding",Monetary intermediation,Other monetary intermediation,Banks,FINANCIAL AND INSURANCE ACTIVITIES
